Unnamed: 0	wordpos_mod	word_mod	sentid	punctuation	model	prob	surp	wordpos	pairid	condition	comparison	sentence	ROI	freqs	adjusted_probs
509	1	 annual	60	False	distilbert/distilgpt2	3.562996653272421e-06	18.09847640991211	1	30	race_meaning1_syn1	unexpected	The annual charity contest raised thousands of dollars.	3	11792	[-0.12592296]
510	2	 charity	60	False	distilbert/distilgpt2	0.0004175524809397	11.225754737854004	2	30	race_meaning1_syn1	unexpected	The annual charity contest raised thousands of dollars.	3	2463	[-0.12487727]
511	3	 contest	60	False	distilbert/distilgpt2	0.0017246352508664	9.179492950439451	3	30	race_meaning1_syn1	unexpected	The annual charity contest raised thousands of dollars.	3	2556	[-0.12357648]
512	4	 raised	60	False	distilbert/distilgpt2	0.0005264051142148	10.891538619995115	4	30	race_meaning1_syn1	unexpected	The annual charity contest raised thousands of dollars.	3	10677	[-0.12532462]
513	5	 thousands	60	False	distilbert/distilgpt2	0.0027771801687777	8.49216365814209	5	30	race_meaning1_syn1	unexpected	The annual charity contest raised thousands of dollars.	3	13441	[-0.12326101]
514	6	 of	60	False	distilbert/distilgpt2	0.753760576248169	0.4078216850757599	6	30	race_meaning1_syn1	unexpected	The annual charity contest raised thousands of dollars.	3	3139402	[0.41605065]
515	7	 dollars.	60	False	distilbert/distilgpt2	0.3799379374831915	2.416356146335602	7	30	race_meaning1_syn1	unexpected	The annual charity contest raised thousands of dollars.	3	9794	[0.2541467]
516	0	He	61	False	distilbert/distilgpt2	1.0	0.0	0	31	race_meaning1_syn1	expected	He entered the race hoping to beat his personal best.	3	622141	[0.83274422]
517	1	 entered	61	False	distilbert/distilgpt2	5.57632972686406e-07	20.774181365966797	1	31	race_meaning1_syn1	expected	He entered the race hoping to beat his personal best.	3	4662	[-0.12544317]
518	2	 the	61	False	distilbert/distilgpt2	0.3710027039051056	1.4304982423782349	2	31	race_meaning1_syn1	expected	He entered the race hoping to beat his personal best.	3	6500900	[-0.19432815]
519	3	 race	61	False	distilbert/distilgpt2	0.0017945568542927	9.122156143188477	3	31	race_meaning1_syn1	expected	He entered the race hoping to beat his personal best.	3	13451	[-0.12424431]
520	4	 hoping	61	False	distilbert/distilgpt2	0.0010026540840044	9.961959838867188	4	31	race_meaning1_syn1	expected	He entered the race hoping to beat his personal best.	3	4035	[-0.12439862]
521	5	 to	61	False	distilbert/distilgpt2	0.653972327709198	0.612698495388031	5	31	race_meaning1_syn1	expected	He entered the race hoping to beat his personal best.	3	3042375	[0.3228325]
522	6	 beat	61	False	distilbert/distilgpt2	0.0304490849375724	5.03745698928833	6	31	race_meaning1_syn1	expected	He entered the race hoping to beat his personal best.	3	9578	[-0.09532752]
523	7	 his	61	False	distilbert/distilgpt2	0.0189275778830051	5.7233662605285645	7	31	race_meaning1_syn1	expected	He entered the race hoping to beat his personal best.	3	458105	[-0.13722065]
524	8	 personal	61	False	distilbert/distilgpt2	0.0007476806640625	10.385290145874023	8	31	race_meaning1_syn1	expected	He entered the race hoping to beat his personal best.	3	21171	[-0.12581394]
525	9	 best.	61	False	distilbert/distilgpt2	0.2588888853788375	1.9590250849723816	9	31	race_meaning1_syn1	expected	He entered the race hoping to beat his personal best.	3	71431	[0.12892395]
526	0	He	62	False	distilbert/distilgpt2	1.0	0.0	0	31	race_meaning1_syn1	unexpected	He entered the contest hoping to beat his personal best.	3	622141	[0.83274422]
527	1	 entered	62	False	distilbert/distilgpt2	5.57632972686406e-07	20.774181365966797	1	31	race_meaning1_syn1	unexpected	He entered the contest hoping to beat his personal best.	3	4662	[-0.12544317]
528	2	 the	62	False	distilbert/distilgpt2	0.3710027039051056	1.4304982423782349	2	31	race_meaning1_syn1	unexpected	He entered the contest hoping to beat his personal best.	3	6500900	[-0.19432815]
529	3	 contest	62	False	distilbert/distilgpt2	0.0006147600361146	10.667689323425291	3	31	race_meaning1_syn1	unexpected	He entered the contest hoping to beat his personal best.	3	2556	[-0.12468636]
530	4	 hoping	62	False	distilbert/distilgpt2	0.0015224913368001	9.359350204467772	4	31	race_meaning1_syn1	unexpected	He entered the contest hoping to beat his personal best.	3	4035	[-0.12387878]
531	5	 to	62	False	distilbert/distilgpt2	0.6505498886108398	0.6202682852745056	5	31	race_meaning1_syn1	unexpected	He entered the contest hoping to beat his personal best.	3	3042375	[0.31941006]
532	6	 beat	62	False	distilbert/distilgpt2	0.0299237463623285	5.062565326690674	6	31	race_meaning1_syn1	unexpected	He entered the contest hoping to beat his personal best.	3	9578	[-0.09585286]
533	7	 his	62	False	distilbert/distilgpt2	0.0189577192068099	5.721070766448975	7	31	race_meaning1_syn1	unexpected	He entered the contest hoping to beat his personal best.	3	458105	[-0.13719051]
534	8	 personal	62	False	distilbert/distilgpt2	0.0007268776535056	10.425999641418455	8	31	race_meaning1_syn1	unexpected	He entered the contest hoping to beat his personal best.	3	21171	[-0.12583474]
535	9	 best.	62	False	distilbert/distilgpt2	0.2782423198223113	1.8623541593551636	9	31	race_meaning1_syn1	unexpected	He entered the contest hoping to beat his personal best.	3	71431	[0.14827739]
536	0	He	63	False	distilbert/distilgpt2	1.0	0.0	0	32	race_meaning1_syn2	expected	He trained for months to win the race.	7	622141	[0.83274422]
537	1	 trained	63	False	distilbert/distilgpt2	4.9825480630261154e-08	24.258541107177734	1	32	race_meaning1_syn2	expected	He trained for months to win the race.	7	4271	[-0.1254172]
538	2	 for	63	False	distilbert/distilgpt2	0.0772177577018737	3.6949234008789062	2	32	race_meaning1_syn2	expected	He trained for months to win the race.	7	1097120	[-0.12220081]
539	3	 months	63	False	distilbert/distilgpt2	0.0012992877746	9.58806324005127	3	32	race_meaning1_syn2	expected	He trained for months to win the race.	7	34135	[-0.12614018]
540	4	 to	63	False	distilbert/distilgpt2	0.0621396414935588	4.008342266082764	4	32	race_meaning1_syn2	expected	He trained for months to win the race.	7	3042375	[-0.26900019]
541	5	 win	63	False	distilbert/distilgpt2	0.0023284598719328	8.746408462524414	5	32	race_meaning1_syn2	expected	He trained for months to win the race.	7	15453	[-0.12384597]
542	6	 the	63	False	distilbert/distilgpt2	0.1954748183488845	2.354945182800293	6	32	race_meaning1_syn2	expected	He trained for months to win the race.	7	6500900	[-0.36985603]
543	7	 race.	63	False	distilbert/distilgpt2	0.0751167119597084	5.950864553451539	7	32	race_meaning1_syn2	expected	He trained for months to win the race.	7	13451	[-0.05092215]
544	0	He	64	False	distilbert/distilgpt2	1.0	0.0	0	32	race_meaning1_syn2	unexpected	He trained for months to win the competition	7	622141	[0.83274422]
545	1	 trained	64	False	distilbert/distilgpt2	4.9825480630261154e-08	24.258541107177734	1	32	race_meaning1_syn2	unexpected	He trained for months to win the competition	7	4271	[-0.1254172]
546	2	 for	64	False	distilbert/distilgpt2	0.0772177577018737	3.6949234008789062	2	32	race_meaning1_syn2	unexpected	He trained for months to win the competition	7	1097120	[-0.12220081]
547	3	 months	64	False	distilbert/distilgpt2	0.0012992877746	9.58806324005127	3	32	race_meaning1_syn2	unexpected	He trained for months to win the competition	7	34135	[-0.12614018]
548	4	 to	64	False	distilbert/distilgpt2	0.0621396414935588	4.008342266082764	4	32	race_meaning1_syn2	unexpected	He trained for months to win the competition	7	3042375	[-0.26900019]
549	5	 win	64	False	distilbert/distilgpt2	0.0023284598719328	8.746408462524414	5	32	race_meaning1_syn2	unexpected	He trained for months to win the competition	7	15453	[-0.12384597]
550	6	 the	64	False	distilbert/distilgpt2	0.1954748183488845	2.354945182800293	6	32	race_meaning1_syn2	unexpected	He trained for months to win the competition	7	6500900	[-0.36985603]
551	7	 competition	64	False	distilbert/distilgpt2	0.0022896251175552	8.770672798156738	7	32	race_meaning1_syn2	unexpected	He trained for months to win the competition	7	7775	[-0.1233649]
552	0	The	65	False	distilbert/distilgpt2	1.0	0.0	0	33	race_meaning1_syn2	expected	The runners lined up for the start of the race.	9	6500900	[0.43466915]
553	1	 runners	65	False	distilbert/distilgpt2	1.2105357427572017e-07	22.97784996032715	1	33	race_meaning1_syn2	expected	The runners lined up for the start of the race.	9	910	[-0.12518954]
554	2	 lined	65	False	distilbert/distilgpt2	0.0002107614272972	12.212100982666016	2	33	race_meaning1_syn2	expected	The runners lined up for the start of the race.	9	2237	[-0.12506876]
555	3	 up	65	False	distilbert/distilgpt2	0.8694691061973572	0.2017932385206222	3	33	race_meaning1_syn2	expected	The runners lined up for the start of the race.	9	263725	[0.72648315]
556	4	 for	65	False	distilbert/distilgpt2	0.0892787426710128	3.485539436340332	4	33	race_meaning1_syn2	expected	The runners lined up for the start of the race.	9	1097120	[-0.11013983]
557	5	 the	65	False	distilbert/distilgpt2	0.4183879196643829	1.2570867538452148	5	33	race_meaning1_syn2	expected	The runners lined up for the start of the race.	9	6500900	[-0.14694293]
558	6	 start	65	False	distilbert/distilgpt2	0.0170997753739357	5.869878768920898	6	33	race_meaning1_syn2	expected	The runners lined up for the start of the race.	9	34269	[-0.11034876]
559	7	 of	65	False	distilbert/distilgpt2	0.3556487560272217	1.4914748668670654	7	33	race_meaning1_syn2	expected	The runners lined up for the start of the race.	9	3139402	[0.01793883]
560	8	 the	65	False	distilbert/distilgpt2	0.7831958532333374	0.3525548279285431	8	33	race_meaning1_syn2	expected	The runners lined up for the start of the race.	9	6500900	[0.217865]
561	9	 race.	65	False	distilbert/distilgpt2	0.1694320365786552	2.5614824295043945	9	33	race_meaning1_syn2	expected	The runners lined up for the start of the race.	9	13451	[0.04339317]
562	0	The	66	False	distilbert/distilgpt2	1.0	0.0	0	33	race_meaning1_syn2	unexpected	The runners lined up for the start of the competition	9	6500900	[0.43466915]
563	1	 runners	66	False	distilbert/distilgpt2	1.2105357427572017e-07	22.97784996032715	1	33	race_meaning1_syn2	unexpected	The runners lined up for the start of the competition	9	910	[-0.12518954]
564	2	 lined	66	False	distilbert/distilgpt2	0.0002107614272972	12.212100982666016	2	33	race_meaning1_syn2	unexpected	The runners lined up for the start of the competition	9	2237	[-0.12506876]
565	3	 up	66	False	distilbert/distilgpt2	0.8694691061973572	0.2017932385206222	3	33	race_meaning1_syn2	unexpected	The runners lined up for the start of the competition	9	263725	[0.72648315]
566	4	 for	66	False	distilbert/distilgpt2	0.0892787426710128	3.485539436340332	4	33	race_meaning1_syn2	unexpected	The runners lined up for the start of the competition	9	1097120	[-0.11013983]
567	5	 the	66	False	distilbert/distilgpt2	0.4183879196643829	1.2570867538452148	5	33	race_meaning1_syn2	unexpected	The runners lined up for the start of the competition	9	6500900	[-0.14694293]
568	6	 start	66	False	distilbert/distilgpt2	0.0170997753739357	5.869878768920898	6	33	race_meaning1_syn2	unexpected	The runners lined up for the start of the competition	9	34269	[-0.11034876]
569	7	 of	66	False	distilbert/distilgpt2	0.3556487560272217	1.4914748668670654	7	33	race_meaning1_syn2	unexpected	The runners lined up for the start of the competition	9	3139402	[0.01793883]
570	8	 the	66	False	distilbert/distilgpt2	0.7831958532333374	0.3525548279285431	8	33	race_meaning1_syn2	unexpected	The runners lined up for the start of the competition	9	6500900	[0.217865]
571	9	 competition	66	False	distilbert/distilgpt2	0.0023095773067325	8.75815486907959	9	33	race_meaning1_syn2	unexpected	The runners lined up for the start of the competition	9	7775	[-0.12334494]
572	0	She	67	False	distilbert/distilgpt2	1.0	0.0	0	34	race_meaning1_syn2	expected	She finished the race just a second behind the winner.	3	272348	[0.85643015]
573	1	 finished	67	False	distilbert/distilgpt2	1.396486368321348e-06	19.449766159057617	1	34	race_meaning1_syn2	expected	She finished the race just a second behind the winner.	3	7498	[-0.12563437]
574	2	 the	67	False	distilbert/distilgpt2	0.1047045812010765	3.255603313446045	2	34	race_meaning1_syn2	expected	She finished the race just a second behind the winner.	3	6500900	[-0.46062627]
575	3	 race	67	False	distilbert/distilgpt2	0.0027432271745055	8.509909629821777	3	34	race_meaning1_syn2	expected	She finished the race just a second behind the winner.	3	13451	[-0.12329564]
576	4	 just	67	False	distilbert/distilgpt2	0.0040117143653333	7.9615654945373535	4	34	race_meaning1_syn2	expected	She finished the race just a second behind the winner.	3	181336	[-0.13339534]
577	5	 a	67	False	distilbert/distilgpt2	0.1098787933588028	3.1860151290893555	5	34	race_meaning1_syn2	expected	She finished the race just a second behind the winner.	3	2959949	[-0.21567963]
578	6	 second	67	False	distilbert/distilgpt2	0.003753863973543	8.05740737915039	6	34	race_meaning1_syn2	expected	She finished the race just a second behind the winner.	3	37265	[-0.12389755]
579	7	 behind	67	False	distilbert/distilgpt2	0.0592593923211097	4.076812267303467	7	34	race_meaning1_syn2	expected	She finished the race just a second behind the winner.	3	27439	[-0.06772666]
580	8	 the	67	False	distilbert/distilgpt2	0.1622072160243988	2.6240899562835693	8	34	race_meaning1_syn2	expected	She finished the race just a second behind the winner.	3	6500900	[-0.40312363]
581	9	 winner.	67	False	distilbert/distilgpt2	0.2010761513374745	4.089710175991058	9	34	race_meaning1_syn2	expected	She finished the race just a second behind the winner.	3	4561	[0.07563926]
582	0	She	68	False	distilbert/distilgpt2	1.0	0.0	0	34	race_meaning1_syn2	unexpected	She finished the competition just a second behind the winner.	3	272348	[0.85643015]
583	1	 finished	68	False	distilbert/distilgpt2	1.396486368321348e-06	19.449766159057617	1	34	race_meaning1_syn2	unexpected	She finished the competition just a second behind the winner.	3	7498	[-0.12563437]
584	2	 the	68	False	distilbert/distilgpt2	0.1047045812010765	3.255603313446045	2	34	race_meaning1_syn2	unexpected	She finished the competition just a second behind the winner.	3	6500900	[-0.46062627]
585	3	 competition	68	False	distilbert/distilgpt2	0.0009590371628291	10.02612590789795	3	34	race_meaning1_syn2	unexpected	She finished the competition just a second behind the winner.	3	7775	[-0.12469548]
586	4	 just	68	False	distilbert/distilgpt2	0.002613547258079	8.579774856567383	4	34	race_meaning1_syn2	unexpected	She finished the competition just a second behind the winner.	3	181336	[-0.13479351]
587	5	 a	68	False	distilbert/distilgpt2	0.1663575321435928	2.5876407623291016	5	34	race_meaning1_syn2	unexpected	She finished the competition just a second behind the winner.	3	2959949	[-0.15920089]
588	6	 second	68	False	distilbert/distilgpt2	0.0017970846965909	9.120125770568848	6	34	race_meaning1_syn2	unexpected	She finished the competition just a second behind the winner.	3	37265	[-0.12585433]
589	7	 behind	68	False	distilbert/distilgpt2	0.0181638672947883	5.782784461975098	7	34	race_meaning1_syn2	unexpected	She finished the competition just a second behind the winner.	3	27439	[-0.10882218]
590	8	 the	68	False	distilbert/distilgpt2	0.1300974488258361	2.942335367202759	8	34	race_meaning1_syn2	unexpected	She finished the competition just a second behind the winner.	3	6500900	[-0.4352334]
591	9	 winner.	68	False	distilbert/distilgpt2	0.2048652181401848	3.5187898874282837	9	34	race_meaning1_syn2	unexpected	She finished the competition just a second behind the winner.	3	4561	[0.07942833]
592	0	The	69	False	distilbert/distilgpt2	1.0	0.0	0	35	race_meaning1_syn2	expected	The annual charity race raised thousands of dollars.	3	6500900	[0.43466915]
